#
#   VizieR Astronomical Server vizier.u-strasbg.fr
#    Date: 2022-05-23T14:51:11 [V1.99+ (14-Oct-2013)]
#   In case of problem, please report to:	cds-question@unistra.fr
#
#
#Coosys	J2000:	eq_FK5 J2000
#INFO	votable-version=1.99+ (14-Oct-2013)	
#INFO	-ref=VIZ628b9f383dd816	
#INFO	-out.max=unlimited	
#INFO	queryParameters=46	
#-oc.form=dec
#-out.max=unlimited
#-sort=_r
#-nav=cat:J/MNRAS/504/3831&tab:{J/MNRAS/504/3831/tabled1}&tab:{J/MNRAS/504/3831/tabled2}&key:source=J/MNRAS/504/3831&HTTPPRM:&-out.max=50&-out.form=HTML Table&-out.add=_r&-out.add=_RAJ,_DEJ&-sort=_r&-oc.form=sexa&
#-c.eq=J2000
#-c.r=  2
#-c.u=arcmin
#-c.geom=r
#-source=J/MNRAS/504/3831/tabled1,J/MNRAS/504/3831/tabled2
#-order=I
#-out=GALFIT
#-out=SFRS
#-out=Name
#-out=SDSS
#-out=umag
#-out=e_umag
#-out=rmag
#-out=e_rmag
#-out=2MASS
#-out=Jmag
#-out=e_Jmag
#-out=Hmag
#-out=e_Hmag
#-out=Kmag
#-out=e_Kmag
#-out=SimbadName
#-out=_RA
#-out=_DE
#-out=Model
#-out=Comp
#-out=Phys
#-out=n
#-out=R
#-out=Kcorr
#-out=LK
#-out=u-r
#-out=M/L
#-out=M/Lgal
#-out=M
#-out=Mgal
#-out=Method
#-out=B/T
#-out=e_B/T
#-out=Dist
#-out=Nuc
#-out=Weight
#
#INFO	CatalogsExamined=2	
#  2 catalogues with potential matches were examined.
#
#Table	J_MNRAS_504_3831_tabled2:
#Name: J/MNRAS/504/3831/tabled2
#Title: GALFIT model results for the SFRS sample
#Column	Name	(a22)	Common galaxy name	[ucd=meta.id;meta.main]
#Column	Kmag	(F5.2)	Component K-band magnitude (Vega)	[ucd=phot.mag;em.IR.K]
#Column	e_Kmag	(F5.2)	Component K-band magnitude (Vega) error	[ucd=stat.error;phot.mag]
#Column	Model	(a23)	Selected model (see definition in Sect. 4.2)	[ucd=stat.param;meta.modelled]
#Column	Comp	(a9)	Selected model component (see definition in Sect. 4.2) (1)	[ucd=stat.param]
#Column	Phys	(A5)	Physical interpretation of component (2)	[ucd=src.class]
#Column	n	(F4.1)	? Sersic index	[ucd=stat.fit.param]
#Column	R	(F5.1)	? Effective radius (for Sersic), or scale height (for exDisk)	[ucd=phys.angSize]
#Column	Kcorr	(F6.3)	K correction factor	[ucd=arith.factor;phot.mag]
#Column	LK	(D9.2)	Component K-band luminosity	[ucd=phys.luminosity;em.IR]
#Column	u-r	(F5.2)	? Component color form our decomposition (the global galaxy color is reported in Table D1)	[ucd=phot.color;em.opt.U;em.opt.R]
#Column	M/L	(F6.3)	? Component mass-to-light ratio	[ucd=phys.composition.massLightRatio]
#Column	M/Lgal	(F6.3)	Galaxy mass-to-light ratio	[ucd=phys.composition.massLightRatio]
#Column	M	(E9.2)	? Component mass (3)	[ucd=phys.mass]
#Column	Mgal	(E9.2)	Component mass	[ucd=phys.mass]
#Column	Method	(A6)	Decomposition method (4)	[ucd=meta.note]
#Column	B/T	(F6.3)	? Bulge-to-total ratio	[ucd=phys.luminosity;arith.ratio]
#Column	e_B/T	(F6.3)	? Bulge-to-total ratio error	[ucd=stat.error]
#Column	Dist	(E9.2)	Distance from Ashby et al. (2011PASP..123.1011A, Cat. J/PASP/123/1011)	[ucd=pos.distance]
#Column	Nuc	(a6)	Nuclear classification by Maragkoudakis et al. (2018)	[ucd=meta.code.class]
#Column	Weight	(F4.1)	Galaxy representativeness weight from Ashby et al. (2011PASP..123.1011A, Cat. J/PASP/123/1011) (5)	[ucd=stat.weight;phys.atmol.weight]
Name|Kmag|e_Kmag|Model|Comp|Phys|n|R|Kcorr|LK|u-r|M/L|M/Lgal|M|Mgal|Method|B/T|e_B/T|Dist|Nuc|Weight
IC4395                |12.40| 0.04|Sersic+psfAgn          |psfAgn   |bulge|    |     | 0.913| 2.85e+43| 3.40| 1.087| 0.842| 6.23e+10| 2.38e+11|GALFIT| 0.204| 0.015| 1.60e+08|HII   | 8.4
UGC9165               |10.42| 0.04|Sersic+psfAgn          |Sersic   |disk | 0.6| 13.2| 0.932| 4.64e+43| 2.62| 0.923| 0.849| 8.62e+10| 8.52e+10|GALFIT| 0.072| 0.007| 8.13e+07|HII   | 8.7
UGC9165               |13.20| 0.04|Sersic+psfAgn          |psfAgn   |bulge|    |     | 0.932| 3.58e+42| 3.42| 1.092| 0.849| 7.87e+09| 8.52e+10|GALFIT| 0.072| 0.007| 8.13e+07|HII   | 8.7
MK1490                |11.36| 0.10|Sersic+psfAgn          |Sersic   |disk | 6.7|  4.5| 0.908| 3.88e+43| 2.30| 0.864| 0.885| 6.75e+10| 9.11e+10|GALFIT| 0.241| 0.105| 1.16e+08|HII   |14.2
MK1490                |12.61| 0.12|Sersic+psfAgn          |psfAgn   |bulge|    |     | 0.908| 1.23e+43| 2.30| 0.864| 0.885| 2.14e+10| 9.11e+10|GALFIT| 0.241| 0.105| 1.16e+08|HII   |14.2
NGC5585               |11.22| 0.25|Sersic+exDisk          |Sersic   |bulge| 4.0| 34.3| 0.999| 1.13e+41| 1.23| 0.690| 0.769| 1.57e+08| 9.95e+08|GALFIT| 0.176| 0.081| 5.60e+06|HII   | 1.7
NGC5585               | 9.54| 0.05|Sersic+exDisk          |exDisk   |disk |    | 30.8| 0.999| 5.30e+41| 1.52| 0.733| 0.769| 7.82e+08| 9.95e+08|GALFIT| 0.176| 0.081| 5.60e+06|HII   | 1.7
IC4408                |10.67| 0.04|Sersic+psfAgn          |Sersic   |disk | 1.3|  6.8| 0.931| 1.01e+44| 2.35| 0.873| 0.858| 1.77e+11| 1.86e+11|GALFIT| 0.064| 0.020| 1.35e+08|HII   | 8.7
IC4408                |13.58| 0.08|Sersic+psfAgn          |psfAgn   |bulge|    |     | 0.931| 6.94e+42| 4.02| 1.238| 0.858| 1.73e+10| 1.86e+11|GALFIT| 0.064| 0.020| 1.35e+08|HII   | 8.7
NGC5584               | 9.56| 0.03|Sersic                 |Sersic   |disk | 1.2| 30.1| 0.991| 8.79e+42| 2.01| 0.813| 0.796| 1.44e+10| 1.41e+10|GALFIT|      |      | 2.31e+07|HII   |14.5
NGC5633               | 9.71| 0.04|Sersic+psfAgn          |Sersic   |disk | 0.6| 12.6| 0.985| 1.90e+43| 1.76| 0.771| 0.787| 2.95e+10| 3.09e+10|GALFIT| 0.030| 0.005| 3.65e+07|HII   |22.2
NGC5633               |13.48| 0.04|Sersic+psfAgn          |psfAgn   |bulge|    |     | 0.985| 5.89e+41| 3.17| 1.036| 0.787| 1.23e+09| 3.09e+10|GALFIT| 0.030| 0.005| 3.65e+07|HII   |22.2
NGC5660               | 9.06| 0.04|Sersic                 |Sersic   |mixed| 3.0| 43.4| 0.986| 3.93e+43|     |      | 0.813|         | 6.43e+10|C->B/T| 0.088| 0.023| 3.89e+07|HII   |14.5
NGC5656               |11.96| 0.06|Sersic+exDisk          |Sersic   |bulge| 4.0|  1.4| 0.974| 5.12e+42| 2.87| 0.973| 0.883| 1.00e+10| 9.88e+10|GALFIT| 0.093| 0.029| 5.37e+07|LINER |22.2
NGC5656               | 9.48| 0.04|Sersic+exDisk          |exDisk   |disk |    |  8.2| 0.974| 5.02e+43| 1.97| 0.806| 0.883| 8.14e+10| 9.88e+10|GALFIT| 0.093| 0.029| 5.37e+07|LINER |22.2
NGC5657               |10.39| 0.04|Sersic+psfAgn          |Sersic   |disk | 2.8|  7.0| 0.970| 3.11e+43| 2.71| 0.941| 0.860| 5.89e+10| 5.49e+10|GALFIT| 0.018| 0.010| 6.44e+07|HII   | 9.5
NGC5657               |14.75| 0.16|Sersic+psfAgn          |psfAgn   |bulge|    |     | 0.970| 5.61e+41| 6.21| 1.959| 0.860| 2.21e+09| 5.49e+10|GALFIT| 0.018| 0.010| 6.44e+07|HII   | 9.5
CGCG133-083           |11.71| 0.13|Sersic+psfAgn          |Sersic   |disk | 5.2| 15.9| 0.865| 7.21e+43| 2.06| 0.821| 0.816| 1.19e+11| 1.55e+11|GALFIT| 0.235| 0.050| 1.91e+08|HII   | 8.4
CGCG133-083           |12.99| 0.05|Sersic+psfAgn          |psfAgn   |bulge|    |     | 0.865| 2.22e+43| 3.07| 1.015| 0.816| 4.53e+10| 1.55e+11|GALFIT| 0.235| 0.050| 1.91e+08|HII   | 8.4
MCG7-30-028           |11.07| 0.04|Sersic+psfAgn          |Sersic   |disk | 5.0|  3.7| 0.912| 5.09e+43| 2.01| 0.813| 0.811| 8.33e+10| 8.53e+10|GALFIT| 0.030| 0.020| 1.16e+08|HII   | 8.7
MCG7-30-028           |14.84| 0.20|Sersic+psfAgn          |psfAgn   |bulge|    |     | 0.912| 1.58e+42| 2.65| 0.929| 0.811| 2.95e+09| 8.53e+10|GALFIT| 0.030| 0.020| 1.16e+08|HII   | 8.7
MCG6-32-070           |10.76| 0.04|Sersic+psfAgn          |Sersic   |disk | 0.9|  5.8| 0.944| 8.38e+43| 1.53| 0.735| 0.768| 1.24e+11| 1.35e+11|GALFIT| 0.042| 0.014| 1.27e+08|HII   | 7.4
MCG6-32-070           |14.16| 0.06|Sersic+psfAgn          |psfAgn   |bulge|    |     | 0.944| 3.66e+42| 3.80| 1.182| 0.768| 8.70e+09| 1.35e+11|GALFIT| 0.042| 0.014| 1.27e+08|HII   | 7.4
UGC9412               |11.02| 0.04|Sersic+psfAgn          |Sersic   |disk | 1.6|  7.5| 0.859| 7.15e+43| 0.75| 0.624| 0.675| 8.98e+10| 1.92e+11|GALFIT| 0.493| 0.017| 1.39e+08|SN    | 1.7
UGC9412               |11.05| 0.04|Sersic+psfAgn          |psfAgn   |bulge|    |     | 0.859| 6.96e+43| 0.03| 0.537| 0.675| 7.52e+10| 1.92e+11|GALFIT| 0.493| 0.017| 1.39e+08|SN    | 1.7
NGC5698               |12.16| 0.05|Sersic+exDisk          |Sersic   |bulge| 4.0|  1.4| 0.973| 5.47e+42| 1.95| 0.803| 0.854| 8.84e+09| 5.71e+10|GALFIT| 0.165| 0.044| 6.09e+07|HII   | 4.3
NGC5698               |10.40| 0.04|Sersic+exDisk          |exDisk   |disk |    | 12.8| 0.973| 2.77e+43| 2.09| 0.826| 0.854| 4.60e+10| 5.71e+10|GALFIT| 0.165| 0.044| 6.09e+07|HII   | 4.3
NGC5691               |10.01| 0.03|Sersic+psfAgn          |Sersic   |disk | 0.9| 18.2| 0.993| 4.27e+42| 1.32| 0.703| 0.695| 6.04e+09| 6.09e+09|GALFIT| 0.017| 0.009| 1.98e+07|HII   | 9.5
NGC5691               |14.43| 0.06|Sersic+psfAgn          |psfAgn   |bulge|    |     | 0.993| 7.29e+40| 0.95| 0.651| 0.695| 9.55e+07| 6.09e+09|GALFIT| 0.017| 0.009| 1.98e+07|HII   | 9.5
MCG9-24-035           |10.50| 0.05|Sersic+psfAgn          |Sersic   |disk | 3.4|  8.6| 0.912| 1.20e+44| 2.31| 0.865| 0.868| 2.09e+11| 2.44e+11|GALFIT| 0.139| 0.034| 1.37e+08|HII   | 6.0
MCG9-24-035           |12.49| 0.05|Sersic+psfAgn          |psfAgn   |bulge|    |     | 0.912| 1.93e+43| 2.38| 0.878| 0.868| 3.41e+10| 2.44e+11|GALFIT| 0.139| 0.034| 1.37e+08|HII   | 6.0
MCG9-24-038           |11.29| 0.05|Sersic+psfAgn          |Sersic   |disk | 3.4|  7.2| 0.881| 8.26e+43| 3.20| 1.043| 0.990| 1.73e+11| 1.79e+11|GALFIT| 0.081| 0.030| 1.67e+08|HII   | 4.7
MCG9-24-038           |13.93| 0.11|Sersic+psfAgn          |psfAgn   |bulge|    |     | 0.881| 7.26e+42| 2.06| 0.821| 0.990| 1.20e+10| 1.79e+11|GALFIT| 0.081| 0.030| 1.67e+08|HII   | 4.7
UGC9560               |12.42| 0.09|Sersic                 |Sersic   |mixed| 3.6|  7.8| 0.994| 6.27e+41|     |      | 0.594|         | 7.50e+08|C->B/T| 0.169| 0.045| 2.30e+07|HII   | 2.0
IC1076                |11.13| 0.04|Sersic+psfAgn          |Sersic   |disk | 0.8|  7.3| 0.966| 3.23e+43| 1.59| 0.744| 0.762| 4.84e+10| 5.05e+10|GALFIT| 0.021| 0.021| 9.25e+07|HII   | 8.7
IC1076                |15.31| 0.16|Sersic+psfAgn          |psfAgn   |bulge|    |     | 0.966| 6.88e+41| 2.66| 0.931| 0.762| 1.29e+09| 5.05e+10|GALFIT| 0.021| 0.021| 9.25e+07|HII   | 8.7
IRAS14538+1730        |12.51| 0.04|Sersic_n4              |Sersic_n4|bulge| 4.0|  0.9| 0.564| 1.16e+44| 2.65| 0.929| 1.021| 2.17e+11| 2.38e+11|GALFIT| 1.000| 0.265| 4.33e+08|HII   | 6.6
UGC9618_NED02         |10.25| 0.04|Sersic                 |Sersic   |mixed| 2.0|  8.0| 0.863| 1.61e+44|     |      | 1.183|         | 3.84e+11|C->B/T| 0.162| 0.043| 1.46e+08|TO    | 1.5
UGC9639               |10.60| 0.04|Sersic+psfAgn          |Sersic   |disk | 1.6|  6.3| 0.920| 1.46e+44| 1.97| 0.806| 0.865| 2.37e+11| 2.79e+11|GALFIT| 0.088| 0.016| 1.58e+08|SN    | 1.5
UGC9639               |13.14| 0.06|Sersic+psfAgn          |psfAgn   |bulge|    |     | 0.920| 1.41e+43| 4.00| 1.233| 0.865| 3.50e+10| 2.79e+11|GALFIT| 0.088| 0.016| 1.58e+08|SN    | 1.5
NGC5879               | 8.84| 0.04|Sersic+psfAgn          |Sersic   |disk | 1.7| 19.4| 0.994| 7.70e+42| 2.20| 0.846| 0.864| 1.31e+10| 1.36e+10|GALFIT| 0.020| 0.004| 1.55e+07|LINER |13.2
NGC5879               |13.06| 0.05|Sersic+psfAgn          |psfAgn   |bulge|    |     | 0.994| 1.58e+41| 4.12| 1.265| 0.864| 4.02e+08| 1.36e+10|GALFIT| 0.020| 0.004| 1.55e+07|LINER |13.2
MCG9-25-036           |12.01| 0.04|Sersic+psfAgn          |Sersic   |disk | 0.6|  6.5| 0.958| 4.27e+43| 1.67| 0.757| 0.770| 6.50e+10| 7.19e+10|GALFIT| 0.080| 0.042| 1.60e+08|HII   | 2.0
MCG9-25-036           |14.66| 0.06|Sersic+psfAgn          |psfAgn   |bulge|    |     | 0.958| 3.72e+42| 2.66| 0.931| 0.770| 6.97e+09| 7.19e+10|GALFIT| 0.080| 0.042| 1.60e+08|HII   | 2.0
NGC5905               |10.84| 0.04|Sersic+exDisk          |Sersic   |bulge| 4.0|  2.1| 0.974| 1.72e+43| 2.14| 0.835| 0.892| 2.89e+10| 1.09e+11|GALFIT| 0.283| 0.041| 5.87e+07|HII   |12.1
NGC5905               | 9.83| 0.04|Sersic+exDisk          |exDisk   |disk |    | 16.0| 0.974| 4.35e+43| 2.25| 0.855| 0.892| 7.48e+10| 1.09e+11|GALFIT| 0.283| 0.041| 5.87e+07|HII   |12.1
IC4553                | 9.61| 0.04|Sersic+psfAgn          |Sersic   |disk | 3.7| 13.3| 0.939| 1.04e+44| 2.88| 0.975| 0.910| 2.04e+11| 2.07e+11|GALFIT| 0.083| 0.010| 8.35e+07|LINER |15.5
IC4553                |12.21| 0.04|Sersic+psfAgn          |psfAgn   |bulge|    |     | 0.939| 9.47e+42| 2.88| 0.975| 0.910| 1.86e+10| 2.07e+11|GALFIT| 0.083| 0.010| 8.35e+07|LINER |15.5
IC4567                |12.33| 0.08|Sersic+exDisk          |Sersic   |bulge| 4.0|  1.1| 0.957| 9.73e+42| 2.89| 0.977| 0.839| 1.91e+10| 1.48e+11|GALFIT| 0.111| 0.191| 8.86e+07|HII   | 5.0
IC4567                |10.07| 0.04|Sersic+exDisk          |exDisk   |disk |    |  7.9| 0.957| 7.80e+43| 1.83| 0.783| 0.839| 1.23e+11| 1.48e+11|GALFIT| 0.111| 0.191| 8.86e+07|HII   | 5.0
MCG4-37-016           |10.91| 0.06|Sersic+psfAgn          |Sersic   |disk | 3.2| 15.5| 0.947| 4.80e+43| 1.99| 0.809| 0.792| 7.81e+10| 8.55e+10|GALFIT| 0.105| 0.024| 1.03e+08|HII   | 8.1
MCG4-37-016           |13.24| 0.06|Sersic+psfAgn          |psfAgn   |bulge|    |     | 0.947| 5.62e+42| 1.01| 0.659| 0.792| 7.45e+09| 8.55e+10|GALFIT| 0.105| 0.024| 1.03e+08|HII   | 8.1
NGC5975               |10.13| 0.04|Sersic+psfAgn          |Sersic   |disk | 1.0| 10.2| 0.958| 4.52e+43| 2.99| 0.998| 0.952| 9.08e+10| 9.32e+10|GALFIT| 0.072| 0.011| 6.93e+07|LINER | 7.4
NGC5975               |12.91| 0.04|Sersic+psfAgn          |psfAgn   |bulge|    |     | 0.958| 3.49e+42| 4.16| 1.275| 0.952| 8.95e+09| 9.32e+10|GALFIT| 0.072| 0.011| 6.93e+07|LINER | 7.4
NGC5980               |11.99| 0.06|Sersic+exDisk          |Sersic   |bulge| 4.0|  0.9| 0.960| 7.24e+42| 4.32| 1.319| 0.884| 1.92e+10| 1.31e+11|GALFIT| 0.098| 0.076| 6.52e+07|HII   |12.1
NGC5980               | 9.58| 0.04|Sersic+exDisk          |exDisk   |disk |    |  9.6| 0.960| 6.66e+43| 2.18| 0.842| 0.884| 1.13e+11| 1.31e+11|GALFIT| 0.098| 0.076| 6.52e+07|HII   |12.1
NGC5992               |11.32| 0.04|Sersic+psfAgn          |Sersic   |disk | 2.4|  8.1| 0.955| 6.16e+43| 1.29| 0.699| 0.713| 8.66e+10| 9.18e+10|GALFIT| 0.034| 0.022| 1.40e+08|HII   | 3.0
NGC5992               |14.96| 0.11|Sersic+psfAgn          |psfAgn   |bulge|    |     | 0.955| 2.16e+42| 1.67| 0.757| 0.713| 3.29e+09| 9.18e+10|GALFIT| 0.034| 0.022| 1.40e+08|HII   | 3.0
NGC5996               |10.32| 0.04|Sersic+psfAgn          |Sersic   |disk | 1.9| 18.9| 0.966| 2.32e+43| 1.31| 0.702| 0.696| 3.28e+10| 3.47e+10|GALFIT| 0.066| 0.023| 5.40e+07|HII   | 8.3
NGC5996               |13.19| 0.04|Sersic+psfAgn          |psfAgn   |bulge|    |     | 0.966| 1.65e+42| 0.47| 0.589| 0.696| 1.96e+09| 3.47e+10|GALFIT| 0.066| 0.023| 5.40e+07|HII   | 8.3
IRAS15519+3537        |12.59| 0.04|Sersic                 |Sersic   |mixed| 2.8|  1.8| 0.713| 9.11e+43|     |      | 0.872|         | 1.60e+11|C->B/T| 0.158| 0.042| 3.54e+08|HII   | 3.5
UGC10099              |10.88| 0.07|Sersic                 |Sersic   |mixed| 7.5|  8.0| 0.945| 1.08e+44|     |      | 0.671|         | 1.46e+11|C->B/T| 0.159| 0.042| 1.52e+08|HII   | 7.4
MCG5-38-006           |11.04| 0.04|Sersic+psfAgn          |Sersic   |disk | 2.0|  7.4| 0.996| 2.05e+43| 2.08| 0.825| 0.852| 3.40e+10| 4.90e+10|GALFIT| 0.279| 0.098| 6.96e+07|HII   | 9.8
MCG5-38-006           |12.07| 0.04|Sersic+psfAgn          |psfAgn   |bulge|    |     | 0.996| 7.95e+42| 2.02| 0.814| 0.852| 1.30e+10| 4.90e+10|GALFIT| 0.279| 0.098| 6.96e+07|HII   | 9.8
UGC10120              |11.82| 0.04|Sersic+psfAgn          |Sersic   |disk | 0.9| 12.3| 0.910| 3.64e+43| 1.34| 0.706| 0.747| 5.17e+10| 9.69e+10|GALFIT| 0.434| 0.010| 1.39e+08|SN    | 1.7
UGC10120              |12.11| 0.04|Sersic+psfAgn          |psfAgn   |bulge|    |     | 0.910| 2.79e+43| 0.78| 0.628| 0.747| 3.53e+10| 9.69e+10|GALFIT| 0.434| 0.010| 1.39e+08|SN    | 1.7
NGC6027A              |10.52| 0.04|Sersic_n4              |Sersic_n4|bulge| 4.0|  6.8| 0.967| 3.31e+43| 2.65| 0.929| 1.003| 6.19e+10| 6.68e+10|GALFIT| 1.000| 0.265| 7.06e+07|HII   | 4.3
NGC6040B              |10.92| 0.04|Sersic                 |Sersic   |mixed| 4.3|  5.2| 0.915| 1.36e+44|     |      | 0.980|         | 2.68e+11|C->B/T| 0.228| 0.060| 1.77e+08|LINER | 1.7
UGC10200              |11.53| 0.04|Sersic+psfAgn          |Sersic   |disk | 2.1|  5.9| 0.996| 2.62e+42| 1.12| 0.674| 0.663| 3.55e+09| 3.67e+09|GALFIT| 0.048| 0.029| 3.12e+07|HII   | 6.9
UGC10200              |14.77| 0.11|Sersic+psfAgn          |psfAgn   |bulge|    |     | 0.996| 1.33e+41| 2.68| 0.935| 0.663| 2.50e+08| 3.67e+09|GALFIT| 0.048| 0.029| 3.12e+07|HII   | 6.9
IRAS16052+5334        |12.53| 0.04|Sersic                 |Sersic   |mixed| 3.2|  1.8| 0.725| 1.05e+44|     |      | 0.921|         | 1.94e+11|C->B/T| 0.124| 0.033| 3.66e+08|HII   | 1.5
IRAS16053+1836        |11.29| 0.04|Sersic                 |Sersic   |mixed| 5.4|  1.5| 0.902| 7.93e+43|     |      | 0.958|         | 1.53e+11|C->B/T| 0.251| 0.067| 1.61e+08|HII   | 6.0
UGC10273_NED01        |12.01| 0.04|Sersic+psfAgn          |Sersic   |disk | 1.1| 11.6| 0.933| 2.01e+43| 1.33| 0.705| 0.725| 2.85e+10| 3.13e+10|GALFIT| 0.064| 0.037| 1.11e+08|HII   | 4.0
UGC10273_NED01        |14.92| 0.07|Sersic+psfAgn          |psfAgn   |bulge|    |     | 0.933| 1.38e+42| 0.88| 0.641| 0.725| 1.78e+09| 3.13e+10|GALFIT| 0.064| 0.037| 1.11e+08|HII   | 4.0
IRAS16150+2233        |13.08| 0.04|Sersic+psfAgn          |Sersic   |disk | 0.6|  4.1| 0.855| 4.29e+43| 2.81| 0.961| 0.962| 8.30e+10| 9.03e+10|GALFIT| 0.077| 0.020| 2.78e+08|SN    | 1.5
IRAS16150+2233        |15.78| 0.16|Sersic+psfAgn          |psfAgn   |bulge|    |     | 0.855| 3.57e+42| 3.75| 1.170| 0.962| 8.40e+09| 9.03e+10|GALFIT| 0.077| 0.020| 2.78e+08|SN    | 1.5
UGC10322              |13.61| 0.14|Sersic+exDisk          |Sersic   |bulge| 4.0|  1.1| 0.956| 1.82e+42| 1.85| 0.786| 0.830| 2.88e+09| 5.00e+10|GALFIT| 0.061| 0.061| 6.91e+07|HII   | 5.5
UGC10322              |10.64| 0.04|Sersic+exDisk          |exDisk   |disk |    |  8.0| 0.956| 2.81e+43| 2.06| 0.821| 0.830| 4.64e+10| 5.00e+10|GALFIT| 0.061| 0.061| 6.91e+07|HII   | 5.5
NGC6120               |10.60| 0.04|Sersic+psfAgn          |Sersic   |disk | 0.9|  5.8| 0.940| 1.09e+44| 1.78| 0.774| 0.842| 1.70e+11| 2.02e+11|GALFIT| 0.084| 0.017| 1.35e+08|HII   | 7.4
NGC6120               |13.19| 0.04|Sersic+psfAgn          |psfAgn   |bulge|    |     | 0.940| 1.00e+43| 3.96| 1.223| 0.842| 2.46e+10| 2.02e+11|GALFIT| 0.084| 0.017| 1.35e+08|HII   | 7.4
MCG3-42-004           |11.63| 0.04|Sersic+exDisk          |Sersic   |bulge| 4.0|  3.5| 0.905| 6.60e+43| 2.82| 0.963| 0.893| 1.28e+11| 1.93e+11|GALFIT| 0.611| 0.027| 1.72e+08|HII   | 4.7
MCG3-42-004           |12.12| 0.04|Sersic+exDisk          |exDisk   |disk |    |  6.9| 0.905| 4.20e+43| 2.19| 0.844| 0.893| 7.13e+10| 1.93e+11|GALFIT| 0.611| 0.027| 1.72e+08|HII   | 4.7
UGC10407              |13.50| 0.59|Sersic+exDisk          |Sersic   |bulge| 4.0|  7.1| 0.914| 6.27e+42|-0.36| 0.495| 0.678| 6.24e+09| 3.73e+10|GALFIT| 0.229| 0.189| 1.25e+08|HII   | 7.0
UGC10407              |12.18| 0.10|Sersic+exDisk          |exDisk   |disk |    |  5.1| 0.914| 2.11e+43| 0.84| 0.636| 0.678| 2.70e+10| 3.73e+10|GALFIT| 0.229| 0.189| 1.25e+08|HII   | 7.0
IRAS16320+3922        |10.67| 0.04|Sersic                 |Sersic   |mixed| 3.0|  8.7| 0.934| 1.08e+44|     |      | 0.844|         | 1.84e+11|C->B/T| 0.153| 0.041| 1.39e+08|LINER | 2.0
NGC6186               |10.35| 0.04|Sersic+exDisk          |Sersic   |bulge| 4.0|  6.8| 0.927| 1.97e+44| 2.18| 0.842| 0.847| 3.34e+11| 7.02e+11|GALFIT| 0.477| 0.123| 1.63e+08|HII   | 2.7
NGC6186               |10.25| 0.04|Sersic+exDisk          |exDisk   |disk |    | 15.2| 0.927| 2.16e+44| 2.10| 0.828| 0.847| 3.60e+11| 7.02e+11|GALFIT| 0.477| 0.123| 1.63e+08|HII   | 2.7
MCG9-27-053           |11.50| 0.05|Sersic+psfAgn          |Sersic   |disk | 2.9|  6.4| 0.930| 4.32e+43| 3.42| 1.092| 1.048| 9.49e+10| 1.03e+11|GALFIT| 0.110| 0.028| 1.29e+08|HII   | 4.0
MCG9-27-053           |13.77| 0.14|Sersic+psfAgn          |psfAgn   |bulge|    |     | 0.930| 5.34e+42| 4.77| 1.449| 1.048| 1.56e+10| 1.03e+11|GALFIT| 0.110| 0.028| 1.29e+08|HII   | 4.0
UGC10514              |11.36| 0.04|Sersic                 |Sersic   |mixed| 3.2|  8.5| 0.945| 3.02e+43|     |      | 0.798|         | 4.85e+10|C->B/T| 0.221| 0.059| 1.00e+08|HII   | 8.1
IRAS16435+2154        |12.35| 0.04|Sersic+psfAgn          |Sersic   |disk | 0.7|  4.6| 0.933| 2.40e+43| 2.33| 0.869| 0.879| 4.20e+10| 5.15e+10|GALFIT| 0.180| 0.048| 1.42e+08|HII   | 8.4
IRAS16435+2154        |14.00| 0.11|Sersic+psfAgn          |psfAgn   |bulge|    |     | 0.933| 5.26e+42| 1.97| 0.806| 0.879| 8.53e+09| 5.15e+10|GALFIT| 0.180| 0.048| 1.42e+08|HII   | 8.4
IC4623                |11.21| 0.04|Sersic+psfAgn          |Sersic   |disk | 1.0|  7.0| 0.911| 6.35e+43| 2.32| 0.867| 0.848| 1.11e+11| 1.15e+11|GALFIT| 0.057| 0.026| 1.38e+08|HII   | 8.7
IC4623                |14.25| 0.10|Sersic+psfAgn          |psfAgn   |bulge|    |     | 0.911| 3.86e+42| 2.62| 0.923| 0.848| 7.17e+09| 1.15e+11|GALFIT| 0.057| 0.026| 1.38e+08|HII   | 8.7
IRAS16516+3030        |11.84| 0.04|Sersic                 |Sersic   |mixed| 2.6|  1.5| 0.784| 1.49e+44|     |      | 0.893|         | 2.68e+11|C->B/T| 0.129| 0.034| 3.06e+08|LINER | 1.5

